img;x1;y1;x2;y2
00018.ppm;1110;3;1146;41
00018.ppm;855;11;882;41
00018.ppm;1103;13;1123;35
00018.ppm;900;23;920;41
00018.ppm;1076;25;1161;114
00018.ppm;147;32;565;397
00018.ppm;1121;51;1142;74
00018.ppm;1079;52;1205;181
00018.ppm;1137;73;1163;96
00018.ppm;120;76;162;117
00018.ppm;1305;78;1348;118
00018.ppm;915;87;970;142
00018.ppm;813;89;950;241
00018.ppm;854;90;886;126
00018.ppm;823;94;859;126
00018.ppm;184;102;213;135
00018.ppm;148;106;180;137
00018.ppm;1030;106;1052;128
00018.ppm;958;111;983;138
00018.ppm;307;117;375;183
00018.ppm;346;120;391;164
00018.ppm;902;120;943;158
00018.ppm;840;123;857;139
00018.ppm;1031;124;1101;190
00018.ppm;1134;127;1154;145
00018.ppm;237;131;266;157
00018.ppm;1175;133;1194;150
00018.ppm;203;141;227;167
00018.ppm;432;146;467;182
00018.ppm;795;163;828;193
00018.ppm;446;165;473;191
00018.ppm;910;167;926;185
00018.ppm;373;173;422;220
00018.ppm;200;194;236;230
00018.ppm;181;200;197;217
00018.ppm;966;208;1050;290
00018.ppm;172;214;187;230
00018.ppm;213;221;247;251
00018.ppm;1275;221;1298;246
00018.ppm;250;224;267;242
00018.ppm;1228;228;1281;280
00018.ppm;1237;229;1256;247
00018.ppm;1324;230;1341;245
00018.ppm;702;239;846;378
00018.ppm;776;245;838;299
00018.ppm;135;247;164;277
00018.ppm;332;248;381;304
00018.ppm;1113;255;1131;272
00018.ppm;443;275;498;324
00018.ppm;217;278;253;314
00018.ppm;1201;281;1221;302
00018.ppm;749;284;824;359
00018.ppm;518;286;543;312
00018.ppm;1048;295;1076;326
00018.ppm;395;299;428;331
00018.ppm;888;300;926;337
00018.ppm;246;330;288;370
00018.ppm;779;337;803;359
00018.ppm;464;345;489;371
00018.ppm;820;347;840;366
00018.ppm;523;348;549;376
00018.ppm;374;356;389;373
00018.ppm;1153;356;1180;382
00018.ppm;321;357;340;378
00018.ppm;446;362;531;447
00018.ppm;1007;365;1036;398
00018.ppm;972;370;1000;397
00018.ppm;974;377;1021;431
00018.ppm;1161;384;1255;478
00018.ppm;658;385;680;405
00018.ppm;163;388;186;408
00018.ppm;1125;388;1171;432
00018.ppm;137;394;169;423
00018.ppm;265;394;283;412
00018.ppm;520;394;537;413
00018.ppm;174;398;257;475
00018.ppm;1096;405;1111;422
00018.ppm;212;406;229;424
00018.ppm;461;419;520;477
00018.ppm;1001;419;1087;495
00018.ppm;1177;420;1314;544
00018.ppm;1087;423;1111;448
00018.ppm;219;424;259;459
00018.ppm;777;429;850;499
00018.ppm;783;430;800;447
00018.ppm;436;435;554;539
00018.ppm;547;441;644;538
00018.ppm;754;442;776;465
00018.ppm;165;445;196;477
00018.ppm;869;451;890;475
00018.ppm;844;454;865;478
00018.ppm;951;456;980;488
00018.ppm;876;462;955;548
00018.ppm;956;462;974;480
00018.ppm;1306;462;1327;481
00018.ppm;18;468;102;555
00018.ppm;817;473;839;493
00018.ppm;0;476;334;799
00018.ppm;850;478;897;529
00018.ppm;3;483;41;520
00018.ppm;829;494;845;509
00018.ppm;1095;494;1123;520
00018.ppm;568;502;585;518
00018.ppm;1323;508;1339;524
00018.ppm;754;509;776;530
00018.ppm;236;514;268;548
00018.ppm;1027;514;1051;539
00018.ppm;1105;516;1122;534
00018.ppm;295;522;325;549
00018.ppm;1009;526;1081;591
00018.ppm;1187;540;1218;569
00018.ppm;1218;593;1243;617
00018.ppm;981;604;998;623
00018.ppm;1289;610;1313;635
00018.ppm;1263;629;1358;729
00018.ppm;1280;640;1300;659
00018.ppm;1339;640;1356;656
00018.ppm;1245;663;1262;678
00018.ppm;853;679;904;737
00018.ppm;821;720;839;740
00018.ppm;904;747;934;774
00018.ppm;843;323;902;376
00018.ppm;503;399;613;505
00018.ppm;843;300;926;376
00018.ppm;974;377;1087;495
00018.ppm;174;364;280;485
00018.ppm;754;429;850;530
00018.ppm;446;362;555;477
00018.ppm;503;399;613;518
00018.ppm;470;399;613;544
00018.ppm;322;248;381;304
00018.ppm;1066;2;1113;52
00018.ppm;986;2;1050;59
00018.ppm;367;356;389;378
00018.ppm;137;54;215;143
00018.ppm;247;360;356;481
00018.ppm;247;351;363;481
00018.ppm;443;273;543;371
00018.ppm;299;248;381;333
00018.ppm;137;54;219;143
00018.ppm;1316;200;1356;245
00018.ppm;294;186;339;231
00018.ppm;401;242;429;270
00018.ppm;755;474;778;497
00018.ppm;1218;593;1251;622
00018.ppm;343;173;422;243
00018.ppm;1079;494;1123;533
00018.ppm;1275;53;1314;91
00018.ppm;213;212;256;251
00018.ppm;955;460;975;481
00018.ppm;1110;48;1163;96
00018.ppm;742;245;838;351
00018.ppm;958;28;1050;119
00018.ppm;18;468;104;564
00018.ppm;982;276;1025;325
00018.ppm;1148;2;1265;104
00018.ppm;1148;2;1265;113
00018.ppm;1323;173;1350;197
00018.ppm;295;248;381;341
00018.ppm;891;326;908;344
00018.ppm;1312;48;1344;82
00018.ppm;1256;48;1356;161
00018.ppm;1248;48;1356;161
00018.ppm;367;53;471;158
00018.ppm;1096;270;1116;289
00018.ppm;382;463;442;522
00018.ppm;137;32;565;423
00018.ppm;1107;48;1163;99
00018.ppm;971;370;1000;397
00018.ppm;378;440;449;512
00018.ppm;235;131;266;165
00018.ppm;293;248;381;341
00018.ppm;1107;48;1165;99
00018.ppm;230;411;247;430
00018.ppm;16;468;104;564
00018.ppm;523;348;573;401
00018.ppm;16;456;110;564
00018.ppm;1248;48;1357;161
00018.ppm;378;440;451;512
00018.ppm;236;512;269;548
00018.ppm;1096;255;1131;289
00018.ppm;1096;255;1134;289
00018.ppm;1046;295;1076;326
00018.ppm;1302;87;1319;105
00018.ppm;380;463;442;522
00018.ppm;980;276;1025;325
00018.ppm;3;456;110;564
00018.ppm;182;102;213;135
00018.ppm;378;440;451;518
00018.ppm;255;272;275;295
00018.ppm;1046;295;1076;327
00018.ppm;1248;48;1357;165
00018.ppm;3;453;110;564
00018.ppm;236;512;276;549
00018.ppm;3;429;131;564
00018.ppm;112;76;162;120
00018.ppm;547;441;644;539
00018.ppm;182;102;213;137
00018.ppm;1046;295;1079;327
00018.ppm;742;245;843;357
00018.ppm;93;470;117;491
00018.ppm;93;470;118;492
00018.ppm;1;450;70;521
00019.ppm;1139;3;1187;49
00019.ppm;1238;4;1356;108
00019.ppm;1233;7;1249;23
00019.ppm;1216;7;1258;50
00019.ppm;1098;11;1116;27
00019.ppm;1331;14;1357;42
00019.ppm;1093;19;1137;59
00019.ppm;1209;22;1225;39
00019.ppm;1233;31;1257;55
00019.ppm;639;43;864;295
00019.ppm;1225;48;1253;74
00019.ppm;1148;73;1176;98
00019.ppm;1264;76;1285;100
00019.ppm;1150;77;1182;109
00019.ppm;1085;98;1141;157
00019.ppm;1251;111;1274;133
00019.ppm;1193;122;1223;153
00019.ppm;1118;139;1148;167
00019.ppm;1102;141;1140;184
00019.ppm;1165;155;1204;193
00019.ppm;1271;174;1286;189
00019.ppm;1121;179;1165;219
00019.ppm;1076;181;1100;207
00019.ppm;1059;199;1077;215
00019.ppm;965;208;1014;253
00019.ppm;950;235;1027;305
00019.ppm;1036;267;1057;290
00019.ppm;71;268;87;283
00019.ppm;63;274;157;362
00019.ppm;1130;277;1151;300
00019.ppm;39;289;70;319
00019.ppm;26;291;68;339
00019.ppm;68;299;83;316
00019.ppm;1011;300;1034;322
00019.ppm;869;303;923;354
00019.ppm;1212;306;1236;330
00019.ppm;64;320;81;336
00019.ppm;1092;320;1133;364
00019.ppm;1159;334;1195;371
00019.ppm;1188;364;1204;381
00019.ppm;638;367;660;392
00019.ppm;917;367;934;382
00019.ppm;841;368;892;419
00019.ppm;842;369;891;419
00019.ppm;1295;373;1315;396
00019.ppm;851;378;882;410
00019.ppm;1041;380;1064;400
00019.ppm;1019;387;1035;402
00019.ppm;1014;399;1037;424
00019.ppm;1082;401;1102;419
00019.ppm;1056;405;1078;428
00019.ppm;852;430;881;458
00019.ppm;110;445;143;476
00019.ppm;1165;478;1205;515
00019.ppm;1053;495;1114;560
00019.ppm;765;497;783;513
00019.ppm;477;510;510;541
00019.ppm;137;521;160;547
00019.ppm;843;579;880;614
00019.ppm;922;779;941;796
00019.ppm;1063;783;1078;799
00019.ppm;869;303;923;360
00019.ppm;742;464;786;513
00019.ppm;1159;334;1209;381
00019.ppm;1018;453;1102;535
00019.ppm;1174;533;1202;560
00019.ppm;1014;427;1042;452
00019.ppm;869;303;926;360
00019.ppm;1173;533;1202;560
00019.ppm;1179;254;1265;336
00019.ppm;783;347;862;419
00019.ppm;940;524;957;542
00019.ppm;1062;381;1102;419
00019.ppm;950;235;1034;322
00019.ppm;103;445;143;487
00019.ppm;103;445;167;517
00019.ppm;1123;273;1151;300
00019.ppm;153;334;205;384
00019.ppm;1012;399;1037;424
00019.ppm;1154;143;1204;193
00019.ppm;1092;320;1133;366
00019.ppm;1251;111;1286;147
00019.ppm;1017;453;1102;535
00019.ppm;1017;453;1102;538
00019.ppm;1014;427;1042;455
00019.ppm;892;257;952;311
00019.ppm;1167;77;1221;137
00019.ppm;1038;161;1086;209
00019.ppm;948;235;1034;322
00019.ppm;1182;7;1258;78
00019.ppm;1185;138;1221;172
00019.ppm;1185;138;1232;183
00019.ppm;1117;139;1148;167
00019.ppm;741;464;786;513
00019.ppm;841;363;901;419
00019.ppm;222;338;279;391
00019.ppm;1097;77;1221;219
00019.ppm;222;338;303;409
00019.ppm;1285;54;1308;79
00019.ppm;1129;107;1181;161
00019.ppm;1076;181;1104;209
00019.ppm;1076;77;1221;219
00019.ppm;1209;22;1240;55
00019.ppm;213;403;228;419
00019.ppm;1085;98;1181;182
00019.ppm;1012;399;1037;425
00019.ppm;106;293;141;328
00019.ppm;591;360;638;411
00019.ppm;848;426;881;458
00019.ppm;1129;143;1206;211
00019.ppm;1038;61;1206;211
00019.ppm;438;503;478;541
00019.ppm;1098;11;1116;28
00019.ppm;87;268;119;296
00019.ppm;591;360;638;412
00020.ppm;812;1;842;34
00020.ppm;869;3;973;94
00020.ppm;1001;8;1020;27
00020.ppm;942;17;1044;132
00020.ppm;1243;17;1265;38
00020.ppm;1252;17;1286;50
00020.ppm;889;20;917;46
00020.ppm;986;21;1057;100
00020.ppm;963;28;987;50
00020.ppm;689;32;827;165
00020.ppm;1108;34;1128;55
00020.ppm;1328;36;1356;67
00020.ppm;1111;38;1169;94
00020.ppm;1172;46;1193;70
00020.ppm;899;74;926;100
00020.ppm;26;76;69;117
00020.ppm;892;87;908;104
00020.ppm;1221;89;1248;116
00020.ppm;3;92;84;185
00020.ppm;766;94;802;130
00020.ppm;960;100;977;115
00020.ppm;1309;101;1356;148
00020.ppm;1271;103;1293;124
00020.ppm;1131;108;1149;127
00020.ppm;1098;112;1121;134
00020.ppm;1054;116;1073;137
00020.ppm;733;124;786;172
00020.ppm;1055;126;1092;162
00020.ppm;928;127;1057;263
00020.ppm;890;130;938;184
00020.ppm;1040;135;1057;152
00020.ppm;1170;136;1192;156
00020.ppm;1143;138;1169;162
00020.ppm;812;143;876;202
00020.ppm;1058;153;1082;176
00020.ppm;620;156;640;179
00020.ppm;1139;161;1170;194
00020.ppm;1028;165;1083;224
00020.ppm;921;169;939;189
00020.ppm;805;176;824;197
00020.ppm;613;178;628;193
00020.ppm;726;182;768;227
00020.ppm;535;185;557;210
00020.ppm;537;188;555;208
00020.ppm;539;191;554;207
00020.ppm;8;200;65;263
00020.ppm;976;200;1000;225
00020.ppm;862;202;896;238
00020.ppm;763;203;779;218
00020.ppm;773;210;801;242
00020.ppm;898;210;935;245
00020.ppm;996;214;1028;242
00020.ppm;920;220;954;254
00020.ppm;884;224;925;260
00020.ppm;168;228;197;254
00020.ppm;96;234;116;255
00020.ppm;730;237;749;256
00020.ppm;910;238;954;281
00020.ppm;681;243;698;260
00020.ppm;697;243;730;273
00020.ppm;1162;250;1190;280
00020.ppm;1169;251;1188;269
00020.ppm;904;258;921;277
00020.ppm;1228;258;1252;279
00020.ppm;860;262;901;305
00020.ppm;1048;264;1082;303
00020.ppm;957;266;974;284
00020.ppm;1280;274;1355;355
00020.ppm;844;284;881;320
00020.ppm;1188;284;1356;452
00020.ppm;199;285;237;325
00020.ppm;878;285;921;330
00020.ppm;974;286;1019;331
00020.ppm;942;294;969;322
00020.ppm;1143;295;1158;312
00020.ppm;909;300;949;336
00020.ppm;856;310;893;348
00020.ppm;819;322;863;371
00020.ppm;1204;324;1286;402
00020.ppm;277;343;350;419
00020.ppm;885;357;913;382
00020.ppm;1201;357;1222;378
00020.ppm;1189;359;1253;423
00020.ppm;871;377;898;403
00020.ppm;290;382;310;400
00020.ppm;1307;387;1355;438
00020.ppm;356;396;376;416
00020.ppm;1267;399;1307;445
00020.ppm;1072;401;1096;423
00020.ppm;380;409;419;452
00020.ppm;1078;413;1117;455
00020.ppm;1246;423;1278;452
00020.ppm;293;424;311;440
00020.ppm;1122;425;1192;486
00020.ppm;849;426;866;443
00020.ppm;1211;428;1235;450
00020.ppm;1256;435;1276;456
00020.ppm;829;437;855;460
00020.ppm;1019;438;1043;459
00020.ppm;835;439;854;458
00020.ppm;1037;446;1056;464
00020.ppm;758;462;784;486
00020.ppm;911;462;932;484
00020.ppm;532;463;596;532
00020.ppm;879;472;896;489
00020.ppm;1224;476;1240;491
00020.ppm;596;483;680;560
00020.ppm;971;487;996;510
00020.ppm;527;488;568;527
00020.ppm;804;504;879;570
00020.ppm;820;505;843;528
00020.ppm;454;516;469;531
00020.ppm;318;522;339;545
00020.ppm;410;523;433;548
00020.ppm;1185;530;1207;555
00020.ppm;413;531;451;567
00020.ppm;960;532;1022;603
00020.ppm;415;536;496;615
00020.ppm;1159;556;1198;595
00020.ppm;283;574;306;597
00020.ppm;1153;582;1359;799
00020.ppm;421;588;439;604
00020.ppm;956;605;974;622
00020.ppm;199;285;241;328
00020.ppm;854;80;978;214
00020.ppm;1048;229;1119;303
00020.ppm;1271;103;1311;140
00020.ppm;861;68;912;113
00020.ppm;928;127;1077;263
00020.ppm;973;196;1000;225
00020.ppm;962;533;1058;629
00020.ppm;1;75;70;135
00020.ppm;996;163;1066;242
00020.ppm;235;291;297;359
00020.ppm;1140;531;1198;595
00020.ppm;758;462;819;530
00020.ppm;942;478;985;527
00020.ppm;277;343;350;422
00020.ppm;928;127;1078;263
00020.ppm;250;291;393;416
00020.ppm;1040;229;1119;303
00020.ppm;241;259;393;416
00020.ppm;928;116;1078;263
00020.ppm;928;116;1085;263
00020.ppm;620;141;662;179
00020.ppm;849;393;931;476
00020.ppm;829;393;931;488
00020.ppm;853;262;901;305
00020.ppm;739;210;801;280
00020.ppm;862;202;925;260
00020.ppm;939;337;958;356
00020.ppm;892;532;957;605
00020.ppm;942;478;990;527
00020.ppm;829;377;931;488
00020.ppm;241;259;393;430
00020.ppm;843;410;956;533
00020.ppm;96;234;124;265
00020.ppm;860;202;925;260
00020.ppm;945;372;981;404
00020.ppm;685;198;749;256
00020.ppm;235;291;411;454
00020.ppm;896;171;980;254
00020.ppm;780;246;834;293
00020.ppm;942;254;1006;322
00020.ppm;942;254;1019;331
00020.ppm;1010;248;1045;283
00020.ppm;857;323;914;381
00020.ppm;857;323;949;412
00020.ppm;943;101;993;149
00020.ppm;1064;526;1197;648
00020.ppm;170;506;196;530
00020.ppm;749;462;856;580
00020.ppm;43;510;79;549
00020.ppm;989;2;1078;87
00020.ppm;2;137;74;200
00020.ppm;870;2;917;53
00020.ppm;942;101;993;149
00020.ppm;241;259;419;452
00020.ppm;1221;175;1355;318
00020.ppm;42;486;127;566
00020.ppm;576;498;650;563
00020.ppm;1040;229;1119;305
00020.ppm;1055;126;1095;162
00020.ppm;975;239;1045;313
00020.ppm;1047;144;1082;176
00020.ppm;1;121;126;238
00020.ppm;701;100;806;197
00020.ppm;1258;48;1280;71
00020.ppm;996;144;1082;242
00020.ppm;1252;17;1286;51
00020.ppm;737;461;856;580
00020.ppm;168;228;419;452
00020.ppm;2;447;127;566
00020.ppm;743;94;802;152
00020.ppm;2;447;128;566
00020.ppm;572;466;632;530
00020.ppm;793;206;832;249
00020.ppm;825;431;854;458
00020.ppm;738;94;802;157
00020.ppm;931;271;973;313
00020.ppm;318;321;366;366
00020.ppm;7;200;74;273
00020.ppm;527;488;580;539
00020.ppm;745;20;783;57
00020.ppm;1111;144;1135;171
00020.ppm;410;523;451;567
00020.ppm;873;285;921;330
00020.ppm;1184;530;1207;555
00020.ppm;738;94;802;159
00020.ppm;892;532;972;605
00020.ppm;1221;89;1248;119
00020.ppm;745;20;787;57
00020.ppm;1238;380;1268;410
00020.ppm;1028;165;1091;224
00020.ppm;3;92;113;209
00020.ppm;780;246;852;319
00020.ppm;1189;79;1213;102
00020.ppm;1336;456;1357;480
00020.ppm;775;189;801;215
00020.ppm;1189;76;1213;102
00020.ppm;526;417;649;558
00020.ppm;1079;281;1094;298
00020.ppm;3;92;123;210
00020.ppm;1296;400;1340;443
00020.ppm;452;516;469;531
00020.ppm;853;262;901;307
00020.ppm;850;262;901;307
00020.ppm;850;262;901;312
00021.ppm;1253;13;1285;41
00021.ppm;303;109;333;138
00021.ppm;1259;133;1279;153
00021.ppm;486;194;515;222
00021.ppm;566;237;610;277
00021.ppm;918;241;949;271
00021.ppm;859;270;903;313
00021.ppm;539;307;557;324
00021.ppm;1100;319;1126;342
00021.ppm;847;329;870;354
00021.ppm;100;355;139;393
00021.ppm;102;357;137;391
00021.ppm;1291;406;1309;422
00021.ppm;800;466;816;482
00021.ppm;1140;532;1165;560
00021.ppm;105;772;136;799
00021.ppm;715;450;902;654
00021.ppm;566;237;620;285
00021.ppm;715;446;902;654
00021.ppm;315;323;407;425
00022.ppm;1169;1;1274;118
00022.ppm;823;3;889;77
00022.ppm;1308;8;1332;29
00022.ppm;1;22;46;63
00022.ppm;179;28;206;52
00022.ppm;875;28;905;62
00022.ppm;928;35;943;51
00022.ppm;1297;66;1336;106
00022.ppm;922;68;961;112
00022.ppm;851;75;874;101
00022.ppm;986;80;1007;99
00022.ppm;1119;88;1144;113
00022.ppm;41;97;170;210
00022.ppm;28;103;48;123
00022.ppm;1146;114;1186;158
00022.ppm;1040;115;1068;142
00022.ppm;235;122;256;141
00022.ppm;2;126;60;180
00022.ppm;980;133;1013;169
00022.ppm;20;134;48;162
00022.ppm;939;134;956;150
00022.ppm;40;140;63;163
00022.ppm;216;145;242;174
00022.ppm;1264;151;1303;190
00022.ppm;884;157;906;181
00022.ppm;905;160;943;195
00022.ppm;848;164;865;179
00022.ppm;22;166;42;184
00022.ppm;978;167;1005;191
00022.ppm;1051;169;1067;187
00022.ppm;158;190;173;207
00022.ppm;14;194;37;217
00022.ppm;897;194;919;215
00022.ppm;217;197;241;223
00022.ppm;2;198;31;224
00022.ppm;141;211;171;239
00022.ppm;233;225;269;258
00022.ppm;167;231;201;261
00022.ppm;2;237;33;265
00022.ppm;160;254;244;337
00022.ppm;152;259;192;295
00022.ppm;1;268;18;286
00022.ppm;760;272;803;321
00022.ppm;1104;277;1126;299
00022.ppm;186;284;290;395
00022.ppm;734;298;761;325
00022.ppm;72;302;117;345
00022.ppm;62;304;85;329
00022.ppm;126;307;152;335
00022.ppm;181;307;203;328
00022.ppm;668;315;752;406
00022.ppm;115;328;131;346
00022.ppm;43;347;59;363
00022.ppm;161;347;185;370
00022.ppm;505;352;566;407
00022.ppm;88;362;117;388
00022.ppm;757;362;775;382
00022.ppm;114;365;139;392
00022.ppm;180;386;246;458
00022.ppm;317;391;358;432
00022.ppm;685;405;702;420
00022.ppm;1092;420;1151;482
00022.ppm;675;421;706;452
00022.ppm;169;422;185;440
00022.ppm;255;432;287;460
00022.ppm;162;438;183;457
00022.ppm;1107;446;1229;563
00022.ppm;457;449;499;497
00022.ppm;358;457;470;562
00022.ppm;210;459;227;475
00022.ppm;180;460;195;477
00022.ppm;1162;464;1180;484
00022.ppm;279;468;314;500
00022.ppm;431;472;451;494
00022.ppm;51;473;172;583
00022.ppm;85;480;108;502
00022.ppm;296;483;323;512
00022.ppm;337;501;363;527
00022.ppm;739;508;776;541
00022.ppm;503;511;538;551
00022.ppm;327;520;362;558
00022.ppm;1076;520;1110;553
00022.ppm;280;521;314;553
00022.ppm;359;536;393;568
00022.ppm;374;537;407;569
00022.ppm;268;556;294;580
00022.ppm;178;284;290;395
00022.ppm;1;2;55;63
00022.ppm;296;468;347;522
00022.ppm;140;480;206;551
00022.ppm;884;157;943;215
00022.ppm;338;458;403;527
00022.ppm;178;284;292;414
00022.ppm;311;391;358;432
00022.ppm;274;462;314;500
00022.ppm;638;315;752;441
00022.ppm;119;1;192;84
00022.ppm;628;315;752;441
00022.ppm;274;462;316;500
00022.ppm;131;88;207;158
00022.ppm;72;240;206;375
00022.ppm;1;2;59;63
00022.ppm;1;2;68;63
00022.ppm;910;34;1012;150
00022.ppm;312;445;403;527
00022.ppm;187;189;241;239
00022.ppm;273;459;316;500
00022.ppm;1;1;68;63
00022.ppm;16;185;77;241
00022.ppm;88;340;139;392
00022.ppm;267;515;337;580
00022.ppm;108;1;192;84
00022.ppm;233;249;267;288
00022.ppm;265;501;314;553
00022.ppm;114;375;205;472
00022.ppm;1;185;97;292
00022.ppm;169;422;196;448
00022.ppm;169;417;218;464
00022.ppm;33;454;84;507
00022.ppm;21;100;57;135
00022.ppm;69;459;86;476
00022.ppm;113;498;211;596
00022.ppm;241;433;316;500
00022.ppm;261;501;314;553
00022.ppm;1182;83;1212;113
00022.ppm;296;468;355;522
00022.ppm;905;34;1012;150
00022.ppm;875;28;913;67
00022.ppm;875;28;1012;150
00022.ppm;884;157;946;225
00022.ppm;178;428;229;478
00022.ppm;113;498;222;597
00022.ppm;209;457;227;475
00022.ppm;202;310;233;337
00022.ppm;261;468;355;553
00022.ppm;494;183;812;495
00022.ppm;494;183;812;505
00022.ppm;141;211;178;245
00022.ppm;265;515;337;580
00022.ppm;141;211;184;254
00022.ppm;1234;23;1257;49
00022.ppm;77;111;116;148
00022.ppm;76;111;116;148
00022.ppm;1187;200;1217;227
00022.ppm;209;457;227;476
00023.ppm;1130;32;1193;98
00023.ppm;980;50;1054;125
00023.ppm;1038;59;1075;95
00023.ppm;1149;59;1186;92
00023.ppm;1216;60;1233;78
00023.ppm;1010;74;1039;101
00023.ppm;971;131;988;148
00023.ppm;1232;134;1277;179
00023.ppm;1276;141;1298;161
00023.ppm;1189;145;1238;188
00023.ppm;1037;160;1067;190
00023.ppm;536;167;581;215
00023.ppm;626;175;669;224
00023.ppm;904;176;973;236
00023.ppm;498;179;530;215
00023.ppm;882;183;907;208
00023.ppm;759;215;775;231
00023.ppm;701;223;761;289
00023.ppm;903;227;937;258
00023.ppm;1023;230;1060;269
00023.ppm;658;231;678;249
00023.ppm;534;246;556;266
00023.ppm;895;259;930;298
00023.ppm;829;262;844;278
00023.ppm;1228;262;1243;277
00023.ppm;566;266;592;294
00023.ppm;614;275;662;319
00023.ppm;1093;276;1120;301
00023.ppm;604;286;635;314
00023.ppm;222;287;292;352
00023.ppm;166;298;191;322
00023.ppm;1005;299;1067;366
00023.ppm;569;305;597;330
00023.ppm;1012;308;1060;358
00023.ppm;702;312;752;363
00023.ppm;273;313;300;340
00023.ppm;839;313;905;385
00023.ppm;1024;319;1072;373
00023.ppm;760;329;793;359
00023.ppm;94;330;111;348
00023.ppm;300;344;335;383
00023.ppm;4;355;80;435
00023.ppm;51;357;130;440
00023.ppm;621;357;638;374
00023.ppm;888;359;906;376
00023.ppm;64;373;120;432
00023.ppm;296;384;337;422
00023.ppm;698;393;734;431
00023.ppm;81;398;105;420
00023.ppm;422;398;437;413
00023.ppm;603;399;620;416
00023.ppm;623;424;664;466
00023.ppm;458;426;475;444
00023.ppm;948;430;1004;489
00023.ppm;368;440;388;462
00023.ppm;397;442;491;546
00023.ppm;88;444;113;472
00023.ppm;956;448;993;483
00023.ppm;95;451;132;492
00023.ppm;980;456;1036;507
00023.ppm;2;465;28;490
00023.ppm;205;475;287;547
00023.ppm;633;500;657;522
00023.ppm;435;507;472;543
00023.ppm;1004;514;1057;574
00023.ppm;1184;540;1202;559
00023.ppm;1005;549;1056;604
00023.ppm;323;560;352;586
00023.ppm;295;593;333;635
00023.ppm;1121;615;1137;633
00023.ppm;307;618;325;635
00023.ppm;955;630;970;645
00023.ppm;1121;646;1191;717
00023.ppm;1114;651;1154;690
00023.ppm;1165;674;1188;698
00023.ppm;1092;684;1125;716
00023.ppm;936;706;980;747
00023.ppm;935;711;967;739
00023.ppm;705;724;722;739
00023.ppm;1158;172;1218;227
00023.ppm;1008;26;1095;112
00023.ppm;1149;274;1200;320
00023.ppm;1155;162;1218;227
00023.ppm;600;275;678;357
00023.ppm;600;201;741;357
00023.ppm;1098;48;1121;72
00023.ppm;435;507;472;546
00023.ppm;1068;406;1096;437
00023.ppm;929;12;1048;118
00023.ppm;1141;59;1228;144
00023.ppm;1008;302;1060;358
00023.ppm;1223;57;1359;190
00023.ppm;601;175;654;225
00023.ppm;600;201;761;357
00023.ppm;536;166;585;215
00023.ppm;211;287;292;360
00023.ppm;700;278;754;337
00023.ppm;1136;59;1228;144
00023.ppm;1121;646;1194;717
00023.ppm;713;422;756;462
00023.ppm;598;201;761;357
00023.ppm;64;373;134;443
00023.ppm;956;448;995;483
00023.ppm;943;95;996;143
00023.ppm;1090;4;1153;72
00023.ppm;507;376;535;404
00023.ppm;2;455;88;534
00023.ppm;1136;59;1228;162
00023.ppm;211;287;336;404
00023.ppm;1166;592;1201;625
00023.ppm;509;365;529;383
00023.ppm;507;365;545;404
00023.ppm;1148;274;1200;320
00023.ppm;624;175;669;224
00023.ppm;1272;126;1308;161
00023.ppm;601;175;678;249
00023.ppm;1130;59;1228;162
00023.ppm;76;304;158;398
00023.ppm;1080;229;1107;253
00023.ppm;979;456;1036;507
00023.ppm;1002;298;1068;367
00023.ppm;950;137;992;174
00023.ppm;1038;561;1158;695
00023.ppm;525;166;585;223
00023.ppm;955;448;995;483
00023.ppm;979;456;1037;509
00023.ppm;842;303;871;331
00023.ppm;837;272;890;331
00023.ppm;1005;299;1061;359
00023.ppm;2;455;88;535
00023.ppm;852;176;979;298
00023.ppm;852;176;985;298
00023.ppm;340;248;474;375
00023.ppm;340;248;476;375
00023.ppm;1001;295;1072;373
00023.ppm;340;234;476;375
00023.ppm;49;346;134;443
00023.ppm;1021;427;1036;443
00023.ppm;1044;426;1139;531
00023.ppm;947;430;1004;491
00023.ppm;1094;481;1117;507
00023.ppm;852;175;985;298
00023.ppm;852;172;985;298
00023.ppm;1001;288;1075;373
00023.ppm;93;330;111;348
00023.ppm;4;355;80;442
00023.ppm;47;363;132;443
00023.ppm;947;430;1005;491
00024.ppm;910;3;941;31
00024.ppm;1153;3;1205;51
00024.ppm;4;4;76;80
00024.ppm;96;4;187;93
00024.ppm;1066;4;1151;89
00024.ppm;1043;4;1159;120
00024.ppm;1155;4;1200;47
00024.ppm;1201;29;1234;66
00024.ppm;1183;33;1210;60
00024.ppm;1057;38;1142;120
00024.ppm;1043;39;1141;138
00024.ppm;1049;45;1129;122
00024.ppm;1073;51;1155;135
00024.ppm;1053;60;1130;139
00024.ppm;1050;66;1126;141
00024.ppm;1046;67;1121;145
00024.ppm;950;94;1039;187
00024.ppm;1122;145;1166;195
00024.ppm;834;235;914;315
00024.ppm;668;272;752;346
00024.ppm;756;276;854;383
00024.ppm;766;299;804;337
00024.ppm;585;313;659;384
00024.ppm;1296;313;1342;359
00024.ppm;748;314;837;392
00024.ppm;205;333;225;351
00024.ppm;1116;340;1156;382
00024.ppm;1065;387;1103;423
00024.ppm;761;393;777;411
00024.ppm;757;395;838;477
00024.ppm;1133;398;1159;424
00024.ppm;2;402;125;517
